0% quantile: LV Network: 1101,25% quantile: LV Network: 1101,50% quantile: LV Network: 1101,75% quantile: LV Network: 1101,100% quantile: LV Network: 1101,0% quantile: LV Network: 1110,25% quantile: LV Network: 1110,50% quantile: LV Network: 1110,75% quantile: LV Network: 1110,100% quantile: LV Network: 1110,0% quantile: LV Network: 1116,25% quantile: LV Network: 1116,50% quantile: LV Network: 1116,75% quantile: LV Network: 1116,100% quantile: LV Network: 1116,0% quantile: LV Network: 1117,25% quantile: LV Network: 1117,50% quantile: LV Network: 1117,75% quantile: LV Network: 1117,100% quantile: LV Network: 1117,0% quantile: LV Network: 1137,25% quantile: LV Network: 1137,50% quantile: LV Network: 1137,75% quantile: LV Network: 1137,100% quantile: LV Network: 1137
1.060547480949318055e+00,1.071642655967132374e+00,1.079128535520247345e+00,1.082313309961273173e+00,1.088044858171570262e+00,1.058859560512773745e+00,1.067179277364434853e+00,1.073084659316220657e+00,1.077467866262208140e+00,1.082614058817643166e+00,1.056111252015269120e+00,1.063489596122235925e+00,1.074387897477373066e+00,1.078946987604221697e+00,1.084829953167456562e+00,1.058583800304369937e+00,1.070343756167490668e+00,1.077475966787034611e+00,1.080187260134344518e+00,1.084875914006382613e+00,1.050724450802432486e+00,1.072648970048204031e+00,1.079924499711709229e+00,1.084946944603627506e+00,1.089876979192601958e+00
1.061896302959745464e+00,1.069992791917156572e+00,1.078443572614717905e+00,1.081267939968342029e+00,1.088078569690492214e+00,1.054801675124229288e+00,1.064521558439592619e+00,1.071904217739417131e+00,1.074259272926864961e+00,1.081433724351057446e+00,1.050145024047364872e+00,1.063937255236257151e+00,1.072544494266900905e+00,1.077207646955790521e+00,1.083942246763026418e+00,1.055198906628019850e+00,1.070323826725888550e+00,1.075230415243926263e+00,1.079168307834540208e+00,1.083036779658922866e+00,1.056141372114142607e+00,1.069450330814417871e+00,1.077080721042774636e+00,1.082959322725710383e+00,1.088026569437976931e+00
1.062846712751402745e+00,1.070935951159402322e+00,1.079379280327758428e+00,1.082200616567657869e+00,1.089005286164031805e+00,1.055758961964690990e+00,1.065469445857883724e+00,1.072845278780452105e+00,1.075198397351796231e+00,1.082366490458335218e+00,1.051106544171793944e+00,1.064885519065144281e+00,1.073485308281430406e+00,1.078144373782512488e+00,1.084872844388975688e+00,1.056155486953745726e+00,1.071266667756755053e+00,1.076168690206637191e+00,1.080103256226962793e+00,1.083968375086718838e+00,1.057691282977551106e+00,1.070980499402113928e+00,1.078599333868534238e+00,1.084469219065869794e+00,1.089529272479621058e+00
1.059607100284191361e+00,1.068664478080888269e+00,1.076838876229436304e+00,1.080529739222460650e+00,1.086357374994681768e+00,1.052422250535055115e+00,1.061870247091475150e+00,1.066714137238041982e+00,1.073714798932929870e+00,1.079011435426875387e+00,1.048802091560137928e+00,1.063874663072340354e+00,1.068526290178078098e+00,1.076993510841149915e+00,1.084015624371271969e+00,1.056509194375639060e+00,1.069177797048503020e+00,1.074284824950222816e+00,1.076580265857252972e+00,1.081707242688026760e+00,1.058316065792441307e+00,1.070014550268624465e+00,1.075449492978611143e+00,1.081210796090653847e+00,1.088347506469381054e+00
1.059302553433841609e+00,1.068362566934701885e+00,1.076539275015965025e+00,1.080231189513453982e+00,1.086060485915151475e+00,1.052115482714996553e+00,1.061566298659445184e+00,1.066411594732723511e+00,1.073414287384934163e+00,1.078712389721164122e+00,1.048494303979847553e+00,1.063571283962988723e+00,1.068224296901516102e+00,1.076693931954798344e+00,1.083718101521998323e+00,1.056203740020887683e+00,1.068876041198763671e+00,1.073984547504732268e+00,1.076280671986485693e+00,1.081409095766510342e+00,1.057829490822286944e+00,1.069533513702960459e+00,1.074970893907531533e+00,1.080734836857424108e+00,1.087874742922099180e+00
1.064616175268486842e+00,1.070285975222540209e+00,1.075330326991925212e+00,1.079621655825371729e+00,1.084618914524353661e+00,1.049595702766757510e+00,1.061487285905156508e+00,1.067697053400600060e+00,1.073008356306991207e+00,1.077795841871906468e+00,1.046104558811235430e+00,1.062805645514901753e+00,1.071553247385645724e+00,1.077466700962551149e+00,1.083549107660802147e+00,1.061505757668158800e+00,1.069809703935468370e+00,1.073876629528200954e+00,1.076828752790580213e+00,1.081652359506755756e+00,1.052833998425372952e+00,1.069874289676759460e+00,1.076633961388615779e+00,1.079282665392364171e+00,1.087059253791176960e+00
1.063594195184777602e+00,1.069269461927449427e+00,1.074318690134042908e+00,1.078614382976788022e+00,1.083616395513670394e+00,1.048558317989977118e+00,1.060461888708341238e+00,1.066678144050837718e+00,1.071994325071296661e+00,1.076786495389923326e+00,1.045063343996190719e+00,1.061781791523892959e+00,1.070537762933901016e+00,1.076457229189045073e+00,1.082545418284863503e+00,1.060480840700600114e+00,1.068792700180472011e+00,1.072863820293339376e+00,1.075818797205954969e+00,1.080646796136013998e+00,1.051201272735949654e+00,1.068269124041362872e+00,1.075038724554413294e+00,1.077691413315212676e+00,1.085479660776461186e+00
1.037962466616734192e+00,1.052333118336808981e+00,1.059537918871143569e+00,1.068366475953654193e+00,1.078036550061543419e+00,1.015259541272320876e+00,1.040761863374752405e+00,1.048861931751959409e+00,1.056136381629948495e+00,1.066203001863668121e+00,1.012504240660252464e+00,1.037088570440796165e+00,1.054933425351233023e+00,1.065874092472842039e+00,1.072008266126738274e+00,1.033339550834672105e+00,1.049362001307007741e+00,1.059395701886391761e+00,1.064035731594662249e+00,1.070926123652003348e+00,1.021435673864516280e+00,1.047202754489485965e+00,1.056475183043028565e+00,1.063652758709479063e+00,1.074807728762795955e+00
1.036523055216822087e+00,1.050913831443507362e+00,1.058129511834408065e+00,1.066969145787282525e+00,1.076653474751076756e+00,1.013784852253418522e+00,1.039327211957274288e+00,1.047438469421759777e+00,1.054722848701114213e+00,1.064802759217393868e+00,1.011026955921663140e+00,1.035645304705433478e+00,1.053516218871334953e+00,1.064472431032814193e+00,1.070616263587943706e+00,1.031893013790923241e+00,1.047939177497532626e+00,1.057986962175442969e+00,1.062632956790991789e+00,1.069532723716750011e+00,1.019231902417590430e+00,1.045057645100083921e+00,1.054349063439355527e+00,1.061542919200717527e+00,1.072720163531360127e+00
1.018944885303467718e+00,1.048011623790994662e+00,1.056164031192347252e+00,1.064265342707254813e+00,1.076885691287955193e+00,1.004707774774185935e+00,1.028631487854482884e+00,1.039384679986036453e+00,1.051377508502511660e+00,1.064963536496576602e+00,9.993725202748934278e-01,1.028809467856857340e+00,1.043541828199963328e+00,1.063134627128695220e+00,1.070176547513581378e+00,1.014695596241290909e+00,1.044731659145874181e+00,1.050255498788156494e+00,1.059661880390786903e+00,1.070301032746947101e+00,1.004913720336233274e+00,1.038287204498252070e+00,1.046796516236350172e+00,1.055299333909545334e+00,1.070627068183883202e+00
