0% quantile: LV Network: 1101,25% quantile: LV Network: 1101,50% quantile: LV Network: 1101,75% quantile: LV Network: 1101,100% quantile: LV Network: 1101,0% quantile: LV Network: 1110,25% quantile: LV Network: 1110,50% quantile: LV Network: 1110,75% quantile: LV Network: 1110,100% quantile: LV Network: 1110,0% quantile: LV Network: 1116,25% quantile: LV Network: 1116,50% quantile: LV Network: 1116,75% quantile: LV Network: 1116,100% quantile: LV Network: 1116,0% quantile: LV Network: 1117,25% quantile: LV Network: 1117,50% quantile: LV Network: 1117,75% quantile: LV Network: 1117,100% quantile: LV Network: 1117,0% quantile: LV Network: 1137,25% quantile: LV Network: 1137,50% quantile: LV Network: 1137,75% quantile: LV Network: 1137,100% quantile: LV Network: 1137
1.067318263360427233e+00,1.072452534336200802e+00,1.075140285474610158e+00,1.076528084401975338e+00,1.079983281419422569e+00,1.063627252218618535e+00,1.068100325877058943e+00,1.071900400990736468e+00,1.073962856804024035e+00,1.076563708709378009e+00,1.056021382266124409e+00,1.066904327255433271e+00,1.074088876003183035e+00,1.075064682691917683e+00,1.078058979875028855e+00,1.064641802943809612e+00,1.070971524682075016e+00,1.073713596836483042e+00,1.075392950277996196e+00,1.077884016965124259e+00,1.064045468498952651e+00,1.069540706458736334e+00,1.071030632088630252e+00,1.072771009586739543e+00,1.076377995647570973e+00
1.065860027318209724e+00,1.071100400131877350e+00,1.074143300042359250e+00,1.075767974204926425e+00,1.079247519430307944e+00,1.061761043877033517e+00,1.066689001481781807e+00,1.070675278213065518e+00,1.072919097783136877e+00,1.075795081588722280e+00,1.052306321834410641e+00,1.065945656221565674e+00,1.072920141970115981e+00,1.073987057226201358e+00,1.077256332356480328e+00,1.063157960804789193e+00,1.069838118536800220e+00,1.072486315202401119e+00,1.074481332183361948e+00,1.077141713697022274e+00,1.061214642542538389e+00,1.068424847599025451e+00,1.069772836069400102e+00,1.071554675958765301e+00,1.075614346645110242e+00
1.064073346083333371e+00,1.069514705655065345e+00,1.072895875291705492e+00,1.074799070710037441e+00,1.078352139243268670e+00,1.059392476593208787e+00,1.064786987363060211e+00,1.069182148901796303e+00,1.071588645729221412e+00,1.074790808033567746e+00,1.048366515220624073e+00,1.065429494318334891e+00,1.070988894360741073e+00,1.072806773864807273e+00,1.076272077731874388e+00,1.061306261153839969e+00,1.068423700973602175e+00,1.071154308900698515e+00,1.073388850307237297e+00,1.076205775401313680e+00,1.058150884445221207e+00,1.066656835018874538e+00,1.068245514704861732e+00,1.070095011464017087e+00,1.074643399194679549e+00
1.061983953106217182e+00,1.067837723946848172e+00,1.071419177509360443e+00,1.073703986284417322e+00,1.077358823173987457e+00,1.056749103792212763e+00,1.062547604313965444e+00,1.067459371219406927e+00,1.069803095776228563e+00,1.073564463536725189e+00,1.044262973660843530e+00,1.064217912684467526e+00,1.069173633126235146e+00,1.071342994592113129e+00,1.075119722860978122e+00,1.059113397558991476e+00,1.066609259294282186e+00,1.069497842733619919e+00,1.072067968660972870e+00,1.075089085500308572e+00,1.054901237073377684e+00,1.064631597198162360e+00,1.066675353880711885e+00,1.068368219745908787e+00,1.073478406489302373e+00
1.071286850710040373e+00,1.077515601900329356e+00,1.081291755571214264e+00,1.083896170903347000e+00,1.087817526722582695e+00,1.065603400959010960e+00,1.071743915032793648e+00,1.076911506988555756e+00,1.079472332467011242e+00,1.083661985341784817e+00,1.051953347492789348e+00,1.073843556335771554e+00,1.078900085706283818e+00,1.081288890646077583e+00,1.085327794104561594e+00,1.068308212778747324e+00,1.076213341025999082e+00,1.079249067485500646e+00,1.082107638145566542e+00,1.085318250026146236e+00,1.063273911045465647e+00,1.073926208038498586e+00,1.076159016430608295e+00,1.078011423153535819e+00,1.083667686740335201e+00
1.068701526857271267e+00,1.075299991565401125e+00,1.079458415446796993e+00,1.082426619447818261e+00,1.086671502187252836e+00,1.062553917888823918e+00,1.068988436801545650e+00,1.074546558100488269e+00,1.077352232916100050e+00,1.082047548023029826e+00,1.047754746736762499e+00,1.071553781072984712e+00,1.077024299525387363e+00,1.079470872799053183e+00,1.083890753337410473e+00,1.065549415532390798e+00,1.073966853383387487e+00,1.077352448249671912e+00,1.080459033935950774e+00,1.083889770153791732e+00,1.059758680077311777e+00,1.071429293993118481e+00,1.073857447711319857e+00,1.075904939536306060e+00,1.082167356888659171e+00
1.065920669482736560e+00,1.072723700931130120e+00,1.077447938038887498e+00,1.080871111942108387e+00,1.085424658091115768e+00,1.059363425101866207e+00,1.066076357596931423e+00,1.071915890856470988e+00,1.075082625424426785e+00,1.080273131213324023e+00,1.043594851680075264e+00,1.068256085292320190e+00,1.074949401596416720e+00,1.077563914164958003e+00,1.082437271877906726e+00,1.062563052745334025e+00,1.071358600679630513e+00,1.075218594381196269e+00,1.078691193853350327e+00,1.082336886349422267e+00,1.056206387563709104e+00,1.068730272010823379e+00,1.071171493615067138e+00,1.073510714742369254e+00,1.080531674065633663e+00
1.062988086801498255e+00,1.069985098313855687e+00,1.075326060466835987e+00,1.079273159499781753e+00,1.084096244257479080e+00,1.056083485611227113e+00,1.063149912558798649e+00,1.069196292465255382e+00,1.072721828991803905e+00,1.078365772268241596e+00,1.039544777654522578e+00,1.064689292013817123e+00,1.072639583583635758e+00,1.075655934182784490e+00,1.080901608836573269e+00,1.059395940720854190e+00,1.068584571715204934e+00,1.072967436911528072e+00,1.076806341423191427e+00,1.080683764257614810e+00,1.052676006798142883e+00,1.065757404512292172e+00,1.068454604235819172e+00,1.071094318002426382e+00,1.078785896026983382e+00
1.059951201503106732e+00,1.067252593003691796e+00,1.073092290941130678e+00,1.077594483266791414e+00,1.082707483219409017e+00,1.052768431480936240e+00,1.060178762854388390e+00,1.066574486915457420e+00,1.070228783520656757e+00,1.076355466062679733e+00,1.035675827572328567e+00,1.060388325333814885e+00,1.070080145734498611e+00,1.073467490841139016e+00,1.079280024822957040e+00,1.056098978557952872e+00,1.065757716800856070e+00,1.070590899171240284e+00,1.074844497725593762e+00,1.078956955383157723e+00,1.049227691407293328e+00,1.062882845429751644e+00,1.065448143890442845e+00,1.068547574008913648e+00,1.076957858315930494e+00
1.056860386286405440e+00,1.064435179902664119e+00,1.070818088140955027e+00,1.075851867133262862e+00,1.081281296509033929e+00,1.049474486859505395e+00,1.057081612963926442e+00,1.063388599502022913e+00,1.067619316937649554e+00,1.074274813008503360e+00,1.032058028833438890e+00,1.057178110924858583e+00,1.067349777864629701e+00,1.071453170417371314e+00,1.077598931460189258e+00,1.052726458930173470e+00,1.062942473236114349e+00,1.068230638428398827e+00,1.072869778735574986e+00,1.077185044131572456e+00,1.045921657297183671e+00,1.059839464306903345e+00,1.062339141721184488e+00,1.065852812147414674e+00,1.075077621500910574e+00
